"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-24","0.00",",,W,2400","0.0",",,W",,,"68",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-25","0.00",",,W,2400","0.0",",,W",,,"67",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-26","0.00",",,W,2400","0.0",",,W",,,"59",",,W","54",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-27","0.00",",,W,2400","0.0",",,W",,,"64",",,W","54",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-28","0.00",",,W,2400","0.0",",,W",,,"62",",,W","54",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-08-29","0.00",",,W,2400","0.0",",,W",,,"63",",,W","55",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-01","0.00",",,H,2400",,,,,"65",",,H","56",",,H","59",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-02","0.00",",,H,2400",,,,,"66",",,H","58",",,H","59",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-03","0.00",",,H,2400",,,,,"64",",,H","56",",,H","57",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-04","0.00",",,H,2400",,,,,"69",",,H","55",",,H","59",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-05","0.00",",,H,2400",,,,,"89",",,H","58",",,H","74",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-06","0.00",",,H,2400",,,,,"100",",,H","71",",,H","77",",,H,2400"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-07","0.00",",,W,2400","0.0",",,W",,,"91",",,W","62",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-08","0.00",",,W,2400","0.0",",,W",,,"71",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-09","0.00",",,W,2400","0.0",",,W",,,"60",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-10","0.00",",,W,2400","0.0",",,W",,,"64",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-11","0.00",",,W,2400","0.0",",,W",,,"71",",,W","54",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-12","0.00",",,W,2400","0.0",",,W",,,"72",",,W","54",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-13","0.00",",,W,2400","0.0",",,W",,,"62",",,W","55",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-14","0.00",",,W,2400","0.0",",,W",,,"64",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-15","0.00",",,W,2400","0.0",",,W",,,"69",",,W","58",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-16","0.00",",,W,2400","0.0",",,W",,,"74",",,W","62",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-17","0.00",",,W,2400","0.0",",,W",,,"67",",,W","59",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-18","0.00",",,W,2400","0.0",",,W",,,"68",",,W","60",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-19","0.00",",,W,2400","0.0",",,W",,,"73",",,W","60",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-20","0.00",",,W,2400","0.0",",,W",,,"78",",,W","59",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-21","0.00",",,W,2400","0.0",",,W",,,"71",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-22","0.00",",,W,2400","0.0",",,W",,,"67",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-23","0.00",",,W,2400","0.0",",,W",,,"71",",,W","57",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-24","0.00",",,W,2400","0.0",",,W",,,"71",",,W","59",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-25","0.00",",,W,2400","0.0",",,W",,,"69",",,W","58",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-26","0.00",",,W,2400","0.0",",,W",,,"74",",,W","59",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-27","0.00",",,W,2400","0.0",",,W",,,"89",",,W","62",",,W",,
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","2020-09-28","0.00",",,W,2400","0.0",",,W",,,"94",",,W","58",",,W",,
